cid,nid,simplified,pinyin,zipf,state,queue_pos_current,flag
1708747552615,1708747518009,没门儿,méi mén r,2.65,new,3157,
1717270535880,1717270488610,三合一,sān hé yī,2.67,new,511,RARE_EARLY
1708747566647,1708747525025,水电工,shuǐ diàn gōng,2.67,new,3642,
1708747541165,1708747512284,好样的,hǎo yàng de,2.68,new,2757,
1708747542611,1708747513007,卖关子,mài guān zi,2.68,new,2802,
1708747569761,1708747526582,月下老人,yuè xià lǎo rén,2.68,new,3700,
1708747514507,1708747498955,多义性,duō yì xìng,2.69,new,1903,
1708747530527,1708747506965,你个头,nǐ ge tóu,2.70,new,2440,
1708747557181,1708747520292,一门心思,yī mén xīn si,2.70,new,3327,
1708747564001,1708747523702,有心人,yǒu xīn rén,2.70,new,3556,
1708747532497,1708747507950,这年头,zhè nián tou,2.71,new,2504,
1708747554649,1708747519026,土特产,tǔ tè chǎn,2.71,new,3233,
1717270521280,1717270481310,今时今日,jīn shí jīn rì,2.72,new,340,RARE_EARLY
1708747511175,1708747497289,老头儿,lǎo tóu r,2.73,new,1778,
1708747566969,1708747525186,火舌,huǒ shé,2.73,new,3658,
1717270521186,1717270481263,天体力学,tiān tǐ lì xué,2.74,new,339,RARE_EARLY
1708747522383,1708747502893,个头儿,gè tóu r,2.74,new,2166,
1708747547071,1708747515237,牛舌,niú shé,2.74,new,2963,
1708747556983,1708747520193,多面体,duō miàn tǐ,2.74,new,3320,
1708747560495,1708747521949,舌战,shé zhàn,2.75,new,3427,
1710963540461,1710963504365,泉眼,quán yǎn,2.75,new,3801,
1710963541729,1710963504999,理学家,lǐ xué jiā,2.75,new,3825,
1717270530212,1717270485776,舌面,shé miàn,2.76,new,444,RARE_EARLY
1537328250413,1537328240637,坐月子,zuò yuè zi,2.76,new,725,RARE_EARLY
1708747526819,1708747505111,淡然,dàn rán,2.76,new,2299,
1708747532979,1708747508191,最年长,zuì nián zhǎng,2.76,new,2526,
1708747535095,1708747509249,王太后,Wáng tài hòu,2.76,new,2579,
1708747549445,1708747516424,兄台,xiōng tái,2.76,new,3051,
1708747538181,1708747510792,火力发电厂,huǒ lì fā diàn chǎng,2.77,new,2660,
1708747538865,1708747511134,手拉手,shǒu lā shǒu,2.77,new,2685,
1717270519512,1717270480426,长舌,cháng shé,2.78,new,327,RARE_EARLY
1537328252653,1537328241757,大后天,dà hòu tiān,2.78,new,794,RARE_EARLY
1708747547803,1708747515603,美人计,měi rén jì,2.78,new,2993,
1708747567693,1708747525548,小舌,xiǎo shé,2.78,new,3669,
1708747537477,1708747510440,大个儿,dà gè r,2.79,new,2645,
1708747559951,1708747521677,方位角,fāng wèi jiǎo,2.79,new,3413,
1537328250879,1537328240870,十多岁,shí duō suì,2.80,new,695,RARE_EARLY
1708747518033,1708747500718,九泉,jiǔ quán,2.80,new,2030,
1708747528103,1708747505753,七十年代,qī shí nián dài,2.80,new,2361,
1708747529651,1708747506527,各就各位,gè jiù gè wèi,2.80,new,2417,
1708747561219,1708747522311,值日生,zhí rì shēng,2.80,new,3454,
1717270510500,1717270475920,力比多,lì bǐ duō,2.81,new,261,RARE_EARLY
1537328250251,1537328240556,下个站,xià gè zhàn,2.81,new,714,RARE_EARLY
1708747521593,1708747502498,这下子,zhè xià zi,2.81,new,2139,
1708747543529,1708747513466,大头目,dà tóu mù,2.81,new,2833,
1708747554617,1708747519010,休止,xiū zhǐ,2.82,new,3229,
1708747564113,1708747523758,长老会,Zhǎng lǎo huì,2.82,new,3560,
1710963532883,1710963500576,会合处,huì hé chù,2.82,new,3783,
1708747520369,1708747501886,放学后,fàng xué hòu,2.83,new,2100,
1708747552157,1708747517780,未卜,wèi bǔ,2.83,new,3142,
1708747553681,1708747518542,多了去了,duō le qù le,2.84,new,3189,
1708747555057,1708747519230,六十年代,liù shí nián dài,2.84,new,3246,
1708747492443,1708747487923,公有化,gōng yǒu huà,2.85,new,1198,RARE_EARLY
1708747500473,1708747491938,立方体,lì fāng tǐ,2.85,new,1412,
1717270515404,1717270478372,安适,ān shì,2.86,new,290,RARE_EARLY
1717270535434,1717270488387,去中心化,qù zhōng xīn huà,2.86,new,504,RARE_EARLY
1537328250255,1537328240558,下一站,xià yī zhàn,2.86,new,684,RARE_EARLY
1537328250253,1537328240557,上一站,shàng yī zhàn,2.86,new,715,RARE_EARLY
1708747552613,1708747518008,方寸,fāng cùn,2.86,new,3156,
1708747555987,1708747519695,多面手,duō miàn shǒu,2.86,new,3276,
1717270524960,1717270483150,井然,jǐng rán,2.87,new,375,RARE_EARLY
1708747530329,1708747506866,寸头,cùn tóu,2.87,new,2437,
1537328258901,1537328244881,阴阳人,yīn yáng rén,2.88,new,1042,RARE_EARLY
1708747542619,1708747513011,头一回,tóu yī huí,2.88,new,2803,
1537328264321,1537328247591,放一放,fàng yī fàng,2.89,new,1118,RARE_EARLY
1708747496927,1708747490165,到目前为止,dào mù qián wéi zhǐ,2.89,new,1311,
1717270531368,1717270486354,末日论,mò rì lùn,2.90,new,463,RARE_EARLY
1537328251469,1537328241165,女汉子,nǚ hàn zi,2.90,new,767,RARE_EARLY
1708747518365,1708747500884,拉拉队,lā lā duì,2.90,new,2038,
1708747539643,1708747511523,立足点,lì zú diǎn,2.90,new,2706,
1708747544577,1708747513990,门外汉,mén wài hàn,2.90,new,2872,
1708747554259,1708747518831,古训,gǔ xùn,2.90,new,3215,
1708747557531,1708747520467,适才,shì cái,2.90,new,3337,
1708747509783,1708747496593,泪眼,lèi yǎn,2.91,new,1730,
1708747532055,1708747507729,天下太平,tiān xià tài píng,2.92,new,2492,
1708747556769,1708747520086,事发地点,shì fā dì diǎn,2.92,new,3308,
1710963484781,1710963476525,口头语,kǒu tóu yǔ,2.92,new,3718,
1717270518132,1717270479736,大运河,Dà Yùn hé,2.93,new,311,RARE_EARLY
1537328248839,1537328239850,我很怕,wǒ hěn pà,2.93,new,685,RARE_EARLY
1717270514710,1717270478025,多重性,duō chóng xìng,2.94,new,279,RARE_EARLY
1717270534588,1717270487964,训令,xùn lìng,2.94,new,498,RARE_EARLY
1708747537607,1708747510505,三字经,Sān zì Jīng,2.94,new,2648,
1708747562177,1708747522790,有一点儿,yǒu yī diǎn r,2.95,new,3489,
1710963532821,1710963500545,女主人公,nǚ zhǔ rén gōng,2.95,new,3781,
1774798632524,1774798632522,远程办公,yuǎnchéng bàngōng,2.95,new,3988,
1774798632525,1774798632522,远程办公,yuǎnchéng bàngōng,2.95,new,3988,
1717270537364,1717270489352,公休,gōng xiū,2.96,new,544,RARE_EARLY
1717270537704,1717270489522,事业有成,shì yè yǒu chéng,2.96,new,551,RARE_EARLY
1537328262179,1537328246520,口头上,kǒu tóu shàng,2.96,new,1091,RARE_EARLY
1708747524523,1708747503963,太平间,tài píng jiān,2.96,new,2235,
1708747534911,1708747509157,永动机,yǒng dòng jī,2.96,new,2572,
1708747545557,1708747514480,斤两,jīn liǎng,2.96,new,2908,
1717270509270,1717270475305,衣角,yī jiǎo,2.97,new,255,RARE_EARLY
1717270535306,1717270488323,事发时,shì fā shí,2.98,new,501,RARE_EARLY
1537328257835,1537328244348,发件人,fā jiàn rén,2.98,new,1002,RARE_EARLY
1708747560647,1708747522025,苦思,kǔ sī,2.98,new,3436,
1710963540713,1710963504491,苦功,kǔ gōng,2.98,new,3807,
1708747533407,1708747508405,有的没的,yǒu de méi de,2.99,new,2533,
1537328252115,1537328241488,没电了,méi diàn le,3.00,new,786,
1708747499661,1708747491532,有学问,yǒu xué wèn,3.00,new,1393,
1708747513125,1708747498264,远日点,yuǎn rì diǎn,3.00,new,1860,
1708747514225,1708747498814,从何,cóng hé,3.00,new,1894,
1708747554541,1708747518972,回车,huí chē,3.00,new,3225,
1708747557417,1708747520410,做学问,zuò xué wèn,3.00,new,3334,
1708747564631,1708747524017,合众,hé zhòng,3.00,new,3576,
1711055374788,1711055374634,DNA合成,DNA héchéng,3.00,new,3816,
1701738348607,1701738348607,没面子,méi mìanzi,3.00,new,3960,
1717270469980,1717270455660,五世,wǔ shì,3.01,new,133,
1717270524226,1717270482783,选战,xuǎn zhàn,3.01,new,362,
1717270534388,1717270487864,人造语言,rén zào yǔ yán,3.01,new,493,
1537328250765,1537328240813,坐火车,zuò huǒ chē,3.01,new,738,
1520716972486,1520716966622,那件事,nà jiàn shì,3.01,new,777,
1393817675621,1393817670620,生肖,shēngxiào,3.01,new,1025,
1708747503359,1708747493381,沙地,shā dì,3.01,new,1511,
1708747508123,1708747495763,战法,zhàn fǎ,3.01,new,1664,
1708747512803,1708747498103,来客,lái kè,3.01,new,1838,
1708747518447,1708747500925,要面子,yào miàn zi,3.01,new,2040,
1708747522385,1708747502894,上皮,shàng pí,3.01,new,2167,
1708747527873,1708747505638,太岁,Tài suì,3.01,new,2350,
1708747539461,1708747511432,军事化,jūn shì huà,3.01,new,2703,
1708747541975,1708747512689,安分,ān fèn,3.01,new,2778,
1708747548853,1708747516128,先入为主,xiān rù wéi zhǔ,3.01,new,3026,
1708747549369,1708747516386,重提,chóng tí,3.01,new,3049,
1708747552947,1708747518175,发红,fā hóng,3.01,new,3168,
1710963517573,1710963492921,备选,bèi xuǎn,3.01,new,3740,
1710963523411,1710963495840,布衣,bù yī,3.01,new,3765,
1717270516702,1717270479021,三人行,sān rén xíng,3.02,new,301,
1717270538204,1717270489772,三角学,sān jiǎo xué,3.02,new,565,
1708747508183,1708747495793,井口,jǐng kǒu,3.02,new,1667,
1708747508691,1708747496047,细沙,xì shā,3.02,new,1690,
1708747514357,1708747498880,心目中,xīn mù zhōng,3.02,new,1900,
1708747517673,1708747500538,法力,fǎ lì,3.02,new,2013,
1708747531543,1708747507473,一言为定,yī yán wéi dìng,3.02,new,2474,
1708747532841,1708747508122,安家,ān jiā,3.02,new,2521,
1708747543977,1708747513690,八哥,bā gē,3.02,new,2850,
1708747546655,1708747515029,阴天,yīn tiān,3.02,new,2948,
1708747548551,1708747515977,门生,mén shēng,3.02,new,3015,
1708747550033,1708747516718,定做,dìng zuò,3.02,new,3068,
1708747552959,1708747518181,理想化,lǐ xiǎng huà,3.02,new,3170,
1708747559217,1708747521310,山火,shān huǒ,3.02,new,3394,
1710963522845,1710963495557,多产,duō chǎn,3.02,new,3756,
1710963523115,1710963495692,明证,míng zhèng,3.02,new,3761,
1708747514517,1708747498960,适可而止,shì kě ér zhǐ,3.03,new,82,
1717270518226,1717270479783,农人,nóng rén,3.03,new,313,
1717270518982,1717270480161,耳力,ěr lì,3.03,new,321,
1717270524444,1717270482892,工学,gōng xué,3.03,new,367,
1717270534114,1717270487727,消化道,xiāo huà dào,3.03,new,488,
